rank,K_L,K_I,K_B,K_R,K_V,I_leak,slew_rate,score,mean_dt,median_dt,std_dt,p95_dt,p99_dt,gt_20m,gt_40m,gt_60m,pct_H9plus,pct_E,pct_B0,sawtooth,antistall_count,target_error,lag_amplitude,robustness,total_blocks
1522,0.25,0.22,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1523,0.26,0.22,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1524,0.27,0.22,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1525,0.28,0.22,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1526,0.29,0.22,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1527,0.3,0.22,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1528,0.31,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1529,0.32,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1530,0.28,0.22,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1531,0.29,0.22,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1532,0.3,0.22,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1533,0.31,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1534,0.32,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1535,0.28,0.22,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1536,0.29,0.22,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1537,0.3,0.22,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1538,0.31,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1539,0.32,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1540,0.28,0.22,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1541,0.29,0.22,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1542,0.3,0.22,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1543,0.31,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1544,0.32,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1545,0.33,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1546,0.34,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1547,0.35,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1548,0.36,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1549,0.37,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1550,0.33,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1551,0.34,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1552,0.35,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1553,0.36,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1554,0.37,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1555,0.33,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1556,0.34,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1557,0.35,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1558,0.36,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1559,0.37,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1560,0.33,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1561,0.34,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1562,0.35,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1563,0.36,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1564,0.37,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1565,0.38,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1566,0.39,0.21,0.0,0.05,0.02,0.98,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1567,0.38,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1568,0.39,0.21,0.0,0.05,0.02,0.985,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1569,0.38,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1570,0.39,0.21,0.0,0.05,0.02,0.988,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1571,0.38,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1572,0.39,0.21,0.0,0.05,0.02,0.992,1,-10.3279,602.1184,385.75,731.5502,1877,3310,261.1,50.3,15.4,0.0,25.52,66.915,0,0,2.2183,4.6239,1.5666,2000
1573,0.45,0.2,0.0,0.05,0.02,0.995,1,-10.329,602.1482,385.75,732.0014,1877,3308.7,261.2,50.3,15.3,0.0,25.515,66.925,0,0,2.2481,4.6135,1.5417,2000
1574,0.46,0.2,0.0,0.05,0.02,0.995,1,-10.329,602.1482,385.75,732.0014,1877,3308.7,261.2,50.3,15.3,0.0,25.515,66.925,0,0,2.2481,4.6135,1.5417,2000
1575,0.47,0.2,0.0,0.05,0.02,0.995,1,-10.329,602.1482,385.75,732.0014,1877,3308.7,261.2,50.3,15.3,0.0,25.515,66.925,0,0,2.2481,4.6135,1.5417,2000
1576,0.48,0.2,0.0,0.05,0.02,0.995,1,-10.329,602.1482,385.75,732.0014,1877,3308.7,261.2,50.3,15.3,0.0,25.515,66.925,0,0,2.2481,4.6135,1.5417,2000
1577,0.3,0.21,0.0,0.05,0.02,0.995,1,-10.3301,602.1498,385.75,732.2747,1877,3310,261,50.3,15.4,0.0,25.535,66.905,0,0,2.2497,4.6218,1.5407,2000
1578,0.23,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1579,0.24,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1580,0.25,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1581,0.26,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1582,0.27,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1583,0.28,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1584,0.29,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1585,0.3,0.22,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1586,0.31,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1587,0.32,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1588,0.33,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1589,0.34,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1590,0.35,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1591,0.36,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1592,0.37,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1593,0.38,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1594,0.39,0.21,0.0,0.05,0.02,0.995,1,-10.3302,602.1496,385.75,732.2749,1877,3310,261,50.3,15.4,0.0,25.54,66.9,0,0,2.2495,4.6216,1.5407,2000
1595,0.23,0.0,0.0,0.05,0.02,0.98,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1596,0.25,0.0,0.0,0.05,0.02,0.98,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1597,0.24,0.0,0.0,0.05,0.02,0.98,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1598,0.23,0.0,0.0,0.05,0.02,0.985,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1599,0.24,0.0,0.0,0.05,0.02,0.985,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1600,0.25,0.0,0.0,0.05,0.02,0.985,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1601,0.23,0.0,0.0,0.05,0.02,0.988,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1602,0.24,0.0,0.0,0.05,0.02,0.988,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1603,0.23,0.0,0.0,0.05,0.02,0.992,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1604,0.24,0.0,0.0,0.05,0.02,0.992,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1605,0.25,0.0,0.0,0.05,0.02,0.992,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1606,0.23,0.0,0.0,0.05,0.02,0.995,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1607,0.24,0.0,0.0,0.05,0.02,0.995,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1608,0.25,0.0,0.0,0.05,0.02,0.995,1,-10.3319,601.8721,385.5,728.4826,1878.6,3343.6,261.9,50.5,15.9,0.0,25.355,67.23,0,0,1.9154,4.5988,1.2935,2000
1609,0.47,0.13,0.0,0.05,0.02,0.985,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1610,0.47,0.13,0.0,0.05,0.02,0.988,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1611,0.48,0.13,0.0,0.05,0.02,0.985,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1612,0.49,0.13,0.0,0.05,0.02,0.985,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1613,0.5,0.13,0.0,0.05,0.02,0.985,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1614,0.51,0.13,0.0,0.05,0.02,0.985,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1615,0.52,0.13,0.0,0.05,0.02,0.985,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1616,0.48,0.13,0.0,0.05,0.02,0.988,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1617,0.49,0.13,0.0,0.05,0.02,0.988,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1618,0.5,0.13,0.0,0.05,0.02,0.988,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1619,0.51,0.13,0.0,0.05,0.02,0.988,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1620,0.52,0.13,0.0,0.05,0.02,0.988,1,-10.3387,601.8532,385.4,728.8062,1875.2,3317.2,261.8,50.5,15.4,0.0,25.4,67.155,0,0,1.9569,4.5986,1.4312,2000
1621,0.43,0.13,0.0,0.05,0.02,0.985,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1622,0.44,0.13,0.0,0.05,0.02,0.985,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1623,0.45,0.13,0.0,0.05,0.02,0.985,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1624,0.46,0.13,0.0,0.05,0.02,0.985,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1625,0.43,0.13,0.0,0.05,0.02,0.988,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1626,0.44,0.13,0.0,0.05,0.02,0.988,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1627,0.45,0.13,0.0,0.05,0.02,0.988,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1628,0.46,0.13,0.0,0.05,0.02,0.988,1,-10.3388,601.8546,385.4,728.8066,1875.2,3317.2,261.8,50.5,15.4,0.0,25.405,67.15,0,0,1.9582,4.5996,1.4315,2000
1629,0.25,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1630,0.26,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1631,0.27,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1632,0.28,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1633,0.29,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1634,0.3,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1635,0.31,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1636,0.32,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1637,0.33,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1638,0.34,0.2,0.0,0.05,0.02,0.98,1,-10.3388,602.0236,385.3,731.3816,1878.6,3316.3,261.2,50.4,15.3,0.0,25.42,67.115,0,0,2.1219,4.6045,1.5383,2000
1639,0.43,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1640,0.44,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1641,0.45,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1642,0.46,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1643,0.47,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1644,0.43,0.17,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1645,0.43,0.16,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1646,0.44,0.16,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1647,0.44,0.17,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1648,0.45,0.16,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1649,0.45,0.17,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1650,0.46,0.17,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1651,0.47,0.17,0.0,0.05,0.02,0.995,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1652,0.48,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1653,0.49,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1654,0.5,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1655,0.51,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
1656,0.52,0.17,0.0,0.05,0.02,0.992,1,-10.3396,602.0223,385.35,731.6049,1877,3317.2,261.2,50.4,15.4,0.0,25.405,67.14,0,0,2.126,4.6031,1.5435,2000
